,countyFIPS,County.Name,State,StateFIPS,date,date_with_x,Total_Cases
12233,6037,Los Angeles County ,CA,6,2020.08.16,X2020.08.16,228002
12234,6039,Madera County ,CA,6,2020.08.16,X2020.08.16,3508
12235,6041,Marin County ,CA,6,2020.08.16,X2020.08.16,5864
12236,6043,Mariposa County ,CA,6,2020.08.16,X2020.08.16,71
12237,6045,Mendocino County ,CA,6,2020.08.16,X2020.08.16,506
12238,6047,Merced County ,CA,6,2020.08.16,X2020.08.16,7271
12239,6049,Modoc County ,CA,6,2020.08.16,X2020.08.16,7
12240,6051,Mono County ,CA,6,2020.08.16,X2020.08.16,162
12241,6053,Monterey County ,CA,6,2020.08.16,X2020.08.16,7100
12242,6055,Napa County ,CA,6,2020.08.16,X2020.08.16,1355
12243,6057,Nevada County ,CA,6,2020.08.16,X2020.08.16,410
12244,6059,Orange County ,CA,6,2020.08.16,X2020.08.16,47695
12245,6061,Placer County ,CA,6,2020.08.16,X2020.08.16,2791
12246,6063,Plumas County ,CA,6,2020.08.16,X2020.08.16,39
12247,6065,Riverside County ,CA,6,2020.08.16,X2020.08.16,50402
12248,6067,Sacramento County ,CA,6,2020.08.16,X2020.08.16,16172
12249,6069,San Benito County ,CA,6,2020.08.16,X2020.08.16,915
12250,6071,San Bernardino County ,CA,6,2020.08.16,X2020.08.16,45980
12251,6073,San Diego County ,CA,6,2020.08.16,X2020.08.16,36331
12252,6075,City and County of San Francisco,CA,6,2020.08.16,X2020.08.16,8732
12253,6077,San Joaquin County ,CA,6,2020.08.16,X2020.08.16,17095
12254,6079,San Luis Obispo County ,CA,6,2020.08.16,X2020.08.16,2662
12255,6081,San Mateo County ,CA,6,2020.08.16,X2020.08.16,7769
12256,6083,Santa Barbara County ,CA,6,2020.08.16,X2020.08.16,8045
12257,6085,Santa Clara County ,CA,6,2020.08.16,X2020.08.16,16070
12258,6087,Santa Cruz County ,CA,6,2020.08.16,X2020.08.16,1648
12259,6089,Shasta County ,CA,6,2020.08.16,X2020.08.16,570
12260,6091,Sierra County ,CA,6,2020.08.16,X2020.08.16,6
12261,6093,Siskiyou County ,CA,6,2020.08.16,X2020.08.16,116
12262,6095,Solano County ,CA,6,2020.08.16,X2020.08.16,5007
12263,6097,Sonoma County ,CA,6,2020.08.16,X2020.08.16,4999
12264,6099,Stanislaus County ,CA,6,2020.08.16,X2020.08.16,13942
12265,6101,Sutter County ,CA,6,2020.08.16,X2020.08.16,1165
12266,6103,Tehama County ,CA,6,2020.08.16,X2020.08.16,361
12267,6105,Trinity County ,CA,6,2020.08.16,X2020.08.16,11
12268,6107,Tulare County ,CA,6,2020.08.16,X2020.08.16,13281
12269,6109,Tuolumne County ,CA,6,2020.08.16,X2020.08.16,171
12270,6111,Ventura County ,CA,6,2020.08.16,X2020.08.16,10120
12271,6113,Yolo County ,CA,6,2020.08.16,X2020.08.16,2225
12272,6115,Yuba County ,CA,6,2020.08.16,X2020.08.16,730
12273,0,Statewide Unallocated,CA,6,2020.08.17,X2020.08.17,21
12274,6001,Alameda County ,CA,6,2020.08.17,X2020.08.17,16891
12275,6003,Alpine County ,CA,6,2020.08.17,X2020.08.17,3
12276,6005,Amador County ,CA,6,2020.08.17,X2020.08.17,259
12277,6007,Butte County ,CA,6,2020.08.17,X2020.08.17,1571
12278,6009,Calaveras County ,CA,6,2020.08.17,X2020.08.17,195
12279,6011,Colusa County ,CA,6,2020.08.17,X2020.08.17,429
12280,6013,Contra Costa County ,CA,6,2020.08.17,X2020.08.17,13069
12281,6015,Del Norte County ,CA,6,2020.08.17,X2020.08.17,104
12282,6017,El Dorado County ,CA,6,2020.08.17,X2020.08.17,934
12283,6019,Fresno County ,CA,6,2020.08.17,X2020.08.17,25320
12284,6021,Glenn County ,CA,6,2020.08.17,X2020.08.17,423
12285,6023,Humboldt County ,CA,6,2020.08.17,X2020.08.17,347
12286,6025,Imperial County ,CA,6,2020.08.17,X2020.08.17,10961
12287,6027,Inyo County ,CA,6,2020.08.17,X2020.08.17,150
12288,6029,Kern County ,CA,6,2020.08.17,X2020.08.17,28373
12289,6031,Kings County ,CA,6,2020.08.17,X2020.08.17,5660
12290,6033,Lake County ,CA,6,2020.08.17,X2020.08.17,299
12291,6035,Lassen County ,CA,6,2020.08.17,X2020.08.17,707
12292,6037,Los Angeles County ,CA,6,2020.08.17,X2020.08.17,228755
12293,6039,Madera County ,CA,6,2020.08.17,X2020.08.17,3558
12294,6041,Marin County ,CA,6,2020.08.17,X2020.08.17,5871
12295,6043,Mariposa County ,CA,6,2020.08.17,X2020.08.17,71
12296,6045,Mendocino County ,CA,6,2020.08.17,X2020.08.17,510
12297,6047,Merced County ,CA,6,2020.08.17,X2020.08.17,7305
12298,6049,Modoc County ,CA,6,2020.08.17,X2020.08.17,7
12299,6051,Mono County ,CA,6,2020.08.17,X2020.08.17,162
12300,6053,Monterey County ,CA,6,2020.08.17,X2020.08.17,7145
12301,6055,Napa County ,CA,6,2020.08.17,X2020.08.17,1365
12302,6057,Nevada County ,CA,6,2020.08.17,X2020.08.17,410
12303,6059,Orange County ,CA,6,2020.08.17,X2020.08.17,47807
12304,6061,Placer County ,CA,6,2020.08.17,X2020.08.17,2813
12305,6063,Plumas County ,CA,6,2020.08.17,X2020.08.17,39
12306,6065,Riverside County ,CA,6,2020.08.17,X2020.08.17,50553
12307,6067,Sacramento County ,CA,6,2020.08.17,X2020.08.17,16281
12308,6069,San Benito County ,CA,6,2020.08.17,X2020.08.17,928
12309,6071,San Bernardino County ,CA,6,2020.08.17,X2020.08.17,46131
12310,6073,San Diego County ,CA,6,2020.08.17,X2020.08.17,36497
12311,6075,City and County of San Francisco,CA,6,2020.08.17,X2020.08.17,8796
12312,6077,San Joaquin County ,CA,6,2020.08.17,X2020.08.17,17167
12313,6079,San Luis Obispo County ,CA,6,2020.08.17,X2020.08.17,2679
12314,6081,San Mateo County ,CA,6,2020.08.17,X2020.08.17,7806
12315,6083,Santa Barbara County ,CA,6,2020.08.17,X2020.08.17,8073
12316,6085,Santa Clara County ,CA,6,2020.08.17,X2020.08.17,16166
12317,6087,Santa Cruz County ,CA,6,2020.08.17,X2020.08.17,1669
12318,6089,Shasta County ,CA,6,2020.08.17,X2020.08.17,573
12319,6091,Sierra County ,CA,6,2020.08.17,X2020.08.17,6
12320,6093,Siskiyou County ,CA,6,2020.08.17,X2020.08.17,117
12321,6095,Solano County ,CA,6,2020.08.17,X2020.08.17,5029
12322,6097,Sonoma County ,CA,6,2020.08.17,X2020.08.17,5054
12323,6099,Stanislaus County ,CA,6,2020.08.17,X2020.08.17,14004
12324,6101,Sutter County ,CA,6,2020.08.17,X2020.08.17,1176
12325,6103,Tehama County ,CA,6,2020.08.17,X2020.08.17,362
12326,6105,Trinity County ,CA,6,2020.08.17,X2020.08.17,13
12327,6107,Tulare County ,CA,6,2020.08.17,X2020.08.17,13319
12328,6109,Tuolumne County ,CA,6,2020.08.17,X2020.08.17,171
12329,6111,Ventura County ,CA,6,2020.08.17,X2020.08.17,10178
12330,6113,Yolo County ,CA,6,2020.08.17,X2020.08.17,2237
12331,6115,Yuba County ,CA,6,2020.08.17,X2020.08.17,734
12332,0,Statewide Unallocated,CA,6,2020.08.18,X2020.08.18,21
12333,6001,Alameda County ,CA,6,2020.08.18,X2020.08.18,17179
12334,6003,Alpine County ,CA,6,2020.08.18,X2020.08.18,3
12335,6005,Amador County ,CA,6,2020.08.18,X2020.08.18,262
12336,6007,Butte County ,CA,6,2020.08.18,X2020.08.18,1609
12337,6009,Calaveras County ,CA,6,2020.08.18,X2020.08.18,202
12338,6011,Colusa County ,CA,6,2020.08.18,X2020.08.18,431
12339,6013,Contra Costa County ,CA,6,2020.08.18,X2020.08.18,13255
12340,6015,Del Norte County ,CA,6,2020.08.18,X2020.08.18,108
12341,6017,El Dorado County ,CA,6,2020.08.18,X2020.08.18,946
12342,6019,Fresno County ,CA,6,2020.08.18,X2020.08.18,25538
12343,6021,Glenn County ,CA,6,2020.08.18,X2020.08.18,425
12344,6023,Humboldt County ,CA,6,2020.08.18,X2020.08.18,349
12345,6025,Imperial County ,CA,6,2020.08.18,X2020.08.18,11005
12346,6027,Inyo County ,CA,6,2020.08.18,X2020.08.18,157
12347,6029,Kern County ,CA,6,2020.08.18,X2020.08.18,28572
12348,6031,Kings County ,CA,6,2020.08.18,X2020.08.18,5691
12349,6033,Lake County ,CA,6,2020.08.18,X2020.08.18,303
12350,6035,Lassen County ,CA,6,2020.08.18,X2020.08.18,707
12351,6037,Los Angeles County ,CA,6,2020.08.18,X2020.08.18,230322
12352,6039,Madera County ,CA,6,2020.08.18,X2020.08.18,3603
12353,6041,Marin County ,CA,6,2020.08.18,X2020.08.18,5897
12354,6043,Mariposa County ,CA,6,2020.08.18,X2020.08.18,71
12355,6045,Mendocino County ,CA,6,2020.08.18,X2020.08.18,517
12356,6047,Merced County ,CA,6,2020.08.18,X2020.08.18,7387
12357,6049,Modoc County ,CA,6,2020.08.18,X2020.08.18,7
12358,6051,Mono County ,CA,6,2020.08.18,X2020.08.18,162
12359,6053,Monterey County ,CA,6,2020.08.18,X2020.08.18,7243
12360,6055,Napa County ,CA,6,2020.08.18,X2020.08.18,1383
12361,6057,Nevada County ,CA,6,2020.08.18,X2020.08.18,421
12362,6059,Orange County ,CA,6,2020.08.18,X2020.08.18,48057
12363,6061,Placer County ,CA,6,2020.08.18,X2020.08.18,2842
12364,6063,Plumas County ,CA,6,2020.08.18,X2020.08.18,39
12365,6065,Riverside County ,CA,6,2020.08.18,X2020.08.18,50883
12366,6067,Sacramento County ,CA,6,2020.08.18,X2020.08.18,16523
12367,6069,San Benito County ,CA,6,2020.08.18,X2020.08.18,957
12368,6071,San Bernardino County ,CA,6,2020.08.18,X2020.08.18,46554
12369,6073,San Diego County ,CA,6,2020.08.18,X2020.08.18,36760
12370,6075,City and County of San Francisco,CA,6,2020.08.18,X2020.08.18,8883
12371,6077,San Joaquin County ,CA,6,2020.08.18,X2020.08.18,17370
12372,6079,San Luis Obispo County ,CA,6,2020.08.18,X2020.08.18,2708
12373,6081,San Mateo County ,CA,6,2020.08.18,X2020.08.18,7882
12374,6083,Santa Barbara County ,CA,6,2020.08.18,X2020.08.18,8122
12375,6085,Santa Clara County ,CA,6,2020.08.18,X2020.08.18,16364
12376,6087,Santa Cruz County ,CA,6,2020.08.18,X2020.08.18,1696
12377,6089,Shasta County ,CA,6,2020.08.18,X2020.08.18,580
12378,6091,Sierra County ,CA,6,2020.08.18,X2020.08.18,6
12379,6093,Siskiyou County ,CA,6,2020.08.18,X2020.08.18,118
12380,6095,Solano County ,CA,6,2020.08.18,X2020.08.18,5088
12381,6097,Sonoma County ,CA,6,2020.08.18,X2020.08.18,5158
12382,6099,Stanislaus County ,CA,6,2020.08.18,X2020.08.18,14159
12383,6101,Sutter County ,CA,6,2020.08.18,X2020.08.18,1194
12384,6103,Tehama County ,CA,6,2020.08.18,X2020.08.18,371
12385,6105,Trinity County ,CA,6,2020.08.18,X2020.08.18,14
12386,6107,Tulare County ,CA,6,2020.08.18,X2020.08.18,13451
12387,6109,Tuolumne County ,CA,6,2020.08.18,X2020.08.18,171
12388,6111,Ventura County ,CA,6,2020.08.18,X2020.08.18,10287
12389,6113,Yolo County ,CA,6,2020.08.18,X2020.08.18,2256
12390,6115,Yuba County ,CA,6,2020.08.18,X2020.08.18,743
12391,0,Statewide Unallocated,CA,6,2020.08.19,X2020.08.19,21
12392,6001,Alameda County ,CA,6,2020.08.19,X2020.08.19,17369
12393,6003,Alpine County ,CA,6,2020.08.19,X2020.08.19,3
12394,6005,Amador County ,CA,6,2020.08.19,X2020.08.19,262
12395,6007,Butte County ,CA,6,2020.08.19,X2020.08.19,1654
12396,6009,Calaveras County ,CA,6,2020.08.19,X2020.08.19,206
12397,6011,Colusa County ,CA,6,2020.08.19,X2020.08.19,434
12398,6013,Contra Costa County ,CA,6,2020.08.19,X2020.08.19,13393
12399,6015,Del Norte County ,CA,6,2020.08.19,X2020.08.19,112
12400,6017,El Dorado County ,CA,6,2020.08.19,X2020.08.19,949
12401,6019,Fresno County ,CA,6,2020.08.19,X2020.08.19,25743
12402,6021,Glenn County ,CA,6,2020.08.19,X2020.08.19,426
12403,6023,Humboldt County ,CA,6,2020.08.19,X2020.08.19,353
12404,6025,Imperial County ,CA,6,2020.08.19,X2020.08.19,11046
12405,6027,Inyo County ,CA,6,2020.08.19,X2020.08.19,165
12406,6029,Kern County ,CA,6,2020.08.19,X2020.08.19,28720
12407,6031,Kings County ,CA,6,2020.08.19,X2020.08.19,5727
12408,6033,Lake County ,CA,6,2020.08.19,X2020.08.19,308
12409,6035,Lassen County ,CA,6,2020.08.19,X2020.08.19,707
12410,6037,Los Angeles County ,CA,6,2020.08.19,X2020.08.19,231836
12411,6039,Madera County ,CA,6,2020.08.19,X2020.08.19,3646
12412,6041,Marin County ,CA,6,2020.08.19,X2020.08.19,5920
12413,6043,Mariposa County ,CA,6,2020.08.19,X2020.08.19,71
12414,6045,Mendocino County ,CA,6,2020.08.19,X2020.08.19,534
12415,6047,Merced County ,CA,6,2020.08.19,X2020.08.19,7483
12416,6049,Modoc County ,CA,6,2020.08.19,X2020.08.19,7
12417,6051,Mono County ,CA,6,2020.08.19,X2020.08.19,162
12418,6053,Monterey County ,CA,6,2020.08.19,X2020.08.19,7342
12419,6055,Napa County ,CA,6,2020.08.19,X2020.08.19,1404
12420,6057,Nevada County ,CA,6,2020.08.19,X2020.08.19,426
12421,6059,Orange County ,CA,6,2020.08.19,X2020.08.19,48267
12422,6061,Placer County ,CA,6,2020.08.19,X2020.08.19,2867
12423,6063,Plumas County ,CA,6,2020.08.19,X2020.08.19,39
12424,6065,Riverside County ,CA,6,2020.08.19,X2020.08.19,51212
12425,6067,Sacramento County ,CA,6,2020.08.19,X2020.08.19,16746
12426,6069,San Benito County ,CA,6,2020.08.19,X2020.08.19,972
12427,6071,San Bernardino County ,CA,6,2020.08.19,X2020.08.19,46896
12428,6073,San Diego County ,CA,6,2020.08.19,X2020.08.19,37025
12429,6075,City and County of San Francisco,CA,6,2020.08.19,X2020.08.19,8955
12430,6077,San Joaquin County ,CA,6,2020.08.19,X2020.08.19,17534
12431,6079,San Luis Obispo County ,CA,6,2020.08.19,X2020.08.19,2741
12432,6081,San Mateo County ,CA,6,2020.08.19,X2020.08.19,7939
12433,6083,Santa Barbara County ,CA,6,2020.08.19,X2020.08.19,8164
12434,6085,Santa Clara County ,CA,6,2020.08.19,X2020.08.19,16584
12435,6087,Santa Cruz County ,CA,6,2020.08.19,X2020.08.19,1712
12436,6089,Shasta County ,CA,6,2020.08.19,X2020.08.19,586
12437,6091,Sierra County ,CA,6,2020.08.19,X2020.08.19,6
12438,6093,Siskiyou County ,CA,6,2020.08.19,X2020.08.19,119
12439,6095,Solano County ,CA,6,2020.08.19,X2020.08.19,5145
12440,6097,Sonoma County ,CA,6,2020.08.19,X2020.08.19,5247
12441,6099,Stanislaus County ,CA,6,2020.08.19,X2020.08.19,14284
12442,6101,Sutter County ,CA,6,2020.08.19,X2020.08.19,1210
12443,6103,Tehama County ,CA,6,2020.08.19,X2020.08.19,380
12444,6105,Trinity County ,CA,6,2020.08.19,X2020.08.19,14
12445,6107,Tulare County ,CA,6,2020.08.19,X2020.08.19,13564
12446,6109,Tuolumne County ,CA,6,2020.08.19,X2020.08.19,174
12447,6111,Ventura County ,CA,6,2020.08.19,X2020.08.19,10409
12448,6113,Yolo County ,CA,6,2020.08.19,X2020.08.19,2283
12449,6115,Yuba County ,CA,6,2020.08.19,X2020.08.19,758
12450,0,Statewide Unallocated,CA,6,2020.08.20,X2020.08.20,21
12451,6001,Alameda County ,CA,6,2020.08.20,X2020.08.20,17545
12452,6003,Alpine County ,CA,6,2020.08.20,X2020.08.20,3
12453,6005,Amador County ,CA,6,2020.08.20,X2020.08.20,263
12454,6007,Butte County ,CA,6,2020.08.20,X2020.08.20,1687
12455,6009,Calaveras County ,CA,6,2020.08.20,X2020.08.20,210
12456,6011,Colusa County ,CA,6,2020.08.20,X2020.08.20,435
12457,6013,Contra Costa County ,CA,6,2020.08.20,X2020.08.20,13513
12458,6015,Del Norte County ,CA,6,2020.08.20,X2020.08.20,113
12459,6017,El Dorado County ,CA,6,2020.08.20,X2020.08.20,954
12460,6019,Fresno County ,CA,6,2020.08.20,X2020.08.20,25962
12461,6021,Glenn County ,CA,6,2020.08.20,X2020.08.20,426
12462,6023,Humboldt County ,CA,6,2020.08.20,X2020.08.20,355
12463,6025,Imperial County ,CA,6,2020.08.20,X2020.08.20,11080
12464,6027,Inyo County ,CA,6,2020.08.20,X2020.08.20,166
12465,6029,Kern County ,CA,6,2020.08.20,X2020.08.20,28872
12466,6031,Kings County ,CA,6,2020.08.20,X2020.08.20,5751
12467,6033,Lake County ,CA,6,2020.08.20,X2020.08.20,311
12468,6035,Lassen County ,CA,6,2020.08.20,X2020.08.20,707
12469,6037,Los Angeles County ,CA,6,2020.08.20,X2020.08.20,233117
12470,6039,Madera County ,CA,6,2020.08.20,X2020.08.20,3674
12471,6041,Marin County ,CA,6,2020.08.20,X2020.08.20,5950
12472,6043,Mariposa County ,CA,6,2020.08.20,X2020.08.20,71
12473,6045,Mendocino County ,CA,6,2020.08.20,X2020.08.20,542
12474,6047,Merced County ,CA,6,2020.08.20,X2020.08.20,7531
12475,6049,Modoc County ,CA,6,2020.08.20,X2020.08.20,7
12476,6051,Mono County ,CA,6,2020.08.20,X2020.08.20,163
12477,6053,Monterey County ,CA,6,2020.08.20,X2020.08.20,7433
12478,6055,Napa County ,CA,6,2020.08.20,X2020.08.20,1407
12479,6057,Nevada County ,CA,6,2020.08.20,X2020.08.20,433
12480,6059,Orange County ,CA,6,2020.08.20,X2020.08.20,48493
12481,6061,Placer County ,CA,6,2020.08.20,X2020.08.20,2893
12482,6063,Plumas County ,CA,6,2020.08.20,X2020.08.20,39
12483,6065,Riverside County ,CA,6,2020.08.20,X2020.08.20,51541
12484,6067,Sacramento County ,CA,6,2020.08.20,X2020.08.20,16974
12485,6069,San Benito County ,CA,6,2020.08.20,X2020.08.20,992
12486,6071,San Bernardino County ,CA,6,2020.08.20,X2020.08.20,47177
12487,6073,San Diego County ,CA,6,2020.08.20,X2020.08.20,37317
12488,6075,City and County of San Francisco,CA,6,2020.08.20,X2020.08.20,9040
12489,6077,San Joaquin County ,CA,6,2020.08.20,X2020.08.20,17651
12490,6079,San Luis Obispo County ,CA,6,2020.08.20,X2020.08.20,2764
12491,6081,San Mateo County ,CA,6,2020.08.20,X2020.08.20,8001
12492,6083,Santa Barbara County ,CA,6,2020.08.20,X2020.08.20,8206
12493,6085,Santa Clara County ,CA,6,2020.08.20,X2020.08.20,16757
12494,6087,Santa Cruz County ,CA,6,2020.08.20,X2020.08.20,1725
12495,6089,Shasta County ,CA,6,2020.08.20,X2020.08.20,590
12496,6091,Sierra County ,CA,6,2020.08.20,X2020.08.20,6
12497,6093,Siskiyou County ,CA,6,2020.08.20,X2020.08.20,120
12498,6095,Solano County ,CA,6,2020.08.20,X2020.08.20,5172
12499,6097,Sonoma County ,CA,6,2020.08.20,X2020.08.20,5316
12500,6099,Stanislaus County ,CA,6,2020.08.20,X2020.08.20,14382
12501,6101,Sutter County ,CA,6,2020.08.20,X2020.08.20,1229
12502,6103,Tehama County ,CA,6,2020.08.20,X2020.08.20,390
12503,6105,Trinity County ,CA,6,2020.08.20,X2020.08.20,15
12504,6107,Tulare County ,CA,6,2020.08.20,X2020.08.20,13696
12505,6109,Tuolumne County ,CA,6,2020.08.20,X2020.08.20,177
12506,6111,Ventura County ,CA,6,2020.08.20,X2020.08.20,10499
12507,6113,Yolo County ,CA,6,2020.08.20,X2020.08.20,2306
12508,6115,Yuba County ,CA,6,2020.08.20,X2020.08.20,766
12509,0,Statewide Unallocated,CA,6,2020.08.21,X2020.08.21,21
12510,6001,Alameda County ,CA,6,2020.08.21,X2020.08.21,17704
12511,6003,Alpine County ,CA,6,2020.08.21,X2020.08.21,3
12512,6005,Amador County ,CA,6,2020.08.21,X2020.08.21,264
12513,6007,Butte County ,CA,6,2020.08.21,X2020.08.21,1730
12514,6009,Calaveras County ,CA,6,2020.08.21,X2020.08.21,213
12515,6011,Colusa County ,CA,6,2020.08.21,X2020.08.21,436
12516,6013,Contra Costa County ,CA,6,2020.08.21,X2020.08.21,13625
12517,6015,Del Norte County ,CA,6,2020.08.21,X2020.08.21,113
12518,6017,El Dorado County ,CA,6,2020.08.21,X2020.08.21,960
12519,6019,Fresno County ,CA,6,2020.08.21,X2020.08.21,26152
12520,6021,Glenn County ,CA,6,2020.08.21,X2020.08.21,428
12521,6023,Humboldt County ,CA,6,2020.08.21,X2020.08.21,358
12522,6025,Imperial County ,CA,6,2020.08.21,X2020.08.21,11108
12523,6027,Inyo County ,CA,6,2020.08.21,X2020.08.21,168
12524,6029,Kern County ,CA,6,2020.08.21,X2020.08.21,28988
12525,6031,Kings County ,CA,6,2020.08.21,X2020.08.21,5923
12526,6033,Lake County ,CA,6,2020.08.21,X2020.08.21,314
12527,6035,Lassen County ,CA,6,2020.08.21,X2020.08.21,715
12528,6037,Los Angeles County ,CA,6,2020.08.21,X2020.08.21,234399
12529,6039,Madera County ,CA,6,2020.08.21,X2020.08.21,3708
12530,6041,Marin County ,CA,6,2020.08.21,X2020.08.21,5974
12531,6043,Mariposa County ,CA,6,2020.08.21,X2020.08.21,71
12532,6045,Mendocino County ,CA,6,2020.08.21,X2020.08.21,558
12533,6047,Merced County ,CA,6,2020.08.21,X2020.08.21,7658
12534,6049,Modoc County ,CA,6,2020.08.21,X2020.08.21,7
12535,6051,Mono County ,CA,6,2020.08.21,X2020.08.21,163
12536,6053,Monterey County ,CA,6,2020.08.21,X2020.08.21,7535
12537,6055,Napa County ,CA,6,2020.08.21,X2020.08.21,1412
12538,6057,Nevada County ,CA,6,2020.08.21,X2020.08.21,440
12539,6059,Orange County ,CA,6,2020.08.21,X2020.08.21,48697
12540,6061,Placer County ,CA,6,2020.08.21,X2020.08.21,2916
12541,6063,Plumas County ,CA,6,2020.08.21,X2020.08.21,39
12542,6065,Riverside County ,CA,6,2020.08.21,X2020.08.21,51789
12543,6067,Sacramento County ,CA,6,2020.08.21,X2020.08.21,17156
12544,6069,San Benito County ,CA,6,2020.08.21,X2020.08.21,1009
12545,6071,San Bernardino County ,CA,6,2020.08.21,X2020.08.21,47475
12546,6073,San Diego County ,CA,6,2020.08.21,X2020.08.21,37566
12547,6075,City and County of San Francisco,CA,6,2020.08.21,X2020.08.21,9105
12548,6077,San Joaquin County ,CA,6,2020.08.21,X2020.08.21,17778
12549,6079,San Luis Obispo County ,CA,6,2020.08.21,X2020.08.21,2803
12550,6081,San Mateo County ,CA,6,2020.08.21,X2020.08.21,8068
12551,6083,Santa Barbara County ,CA,6,2020.08.21,X2020.08.21,8255
12552,6085,Santa Clara County ,CA,6,2020.08.21,X2020.08.21,16902
12553,6087,Santa Cruz County ,CA,6,2020.08.21,X2020.08.21,1751
12554,6089,Shasta County ,CA,6,2020.08.21,X2020.08.21,594
12555,6091,Sierra County ,CA,6,2020.08.21,X2020.08.21,6
12556,6093,Siskiyou County ,CA,6,2020.08.21,X2020.08.21,121
12557,6095,Solano County ,CA,6,2020.08.21,X2020.08.21,5213
12558,6097,Sonoma County ,CA,6,2020.08.21,X2020.08.21,5395
12559,6099,Stanislaus County ,CA,6,2020.08.21,X2020.08.21,14484
12560,6101,Sutter County ,CA,6,2020.08.21,X2020.08.21,1263
12561,6103,Tehama County ,CA,6,2020.08.21,X2020.08.21,396
12562,6105,Trinity County ,CA,6,2020.08.21,X2020.08.21,16
12563,6107,Tulare County ,CA,6,2020.08.21,X2020.08.21,13794
12564,6109,Tuolumne County ,CA,6,2020.08.21,X2020.08.21,180
12565,6111,Ventura County ,CA,6,2020.08.21,X2020.08.21,10591
12566,6113,Yolo County ,CA,6,2020.08.21,X2020.08.21,2329
12567,6115,Yuba County ,CA,6,2020.08.21,X2020.08.21,778
12568,0,Statewide Unallocated,CA,6,2020.08.22,X2020.08.22,21
12569,6001,Alameda County ,CA,6,2020.08.22,X2020.08.22,17862
12570,6003,Alpine County ,CA,6,2020.08.22,X2020.08.22,3
12571,6005,Amador County ,CA,6,2020.08.22,X2020.08.22,266
12572,6007,Butte County ,CA,6,2020.08.22,X2020.08.22,1781
12573,6009,Calaveras County ,CA,6,2020.08.22,X2020.08.22,216
12574,6011,Colusa County ,CA,6,2020.08.22,X2020.08.22,438
12575,6013,Contra Costa County ,CA,6,2020.08.22,X2020.08.22,13753
12576,6015,Del Norte County ,CA,6,2020.08.22,X2020.08.22,113
12577,6017,El Dorado County ,CA,6,2020.08.22,X2020.08.22,964
12578,6019,Fresno County ,CA,6,2020.08.22,X2020.08.22,26334
12579,6021,Glenn County ,CA,6,2020.08.22,X2020.08.22,433
12580,6023,Humboldt County ,CA,6,2020.08.22,X2020.08.22,363
12581,6025,Imperial County ,CA,6,2020.08.22,X2020.08.22,11127
12582,6027,Inyo County ,CA,6,2020.08.22,X2020.08.22,169
12583,6029,Kern County ,CA,6,2020.08.22,X2020.08.22,29155
12584,6031,Kings County ,CA,6,2020.08.22,X2020.08.22,5963
12585,6033,Lake County ,CA,6,2020.08.22,X2020.08.22,319
12586,6035,Lassen County ,CA,6,2020.08.22,X2020.08.22,716
12587,6037,Los Angeles County ,CA,6,2020.08.22,X2020.08.22,235636
12588,6039,Madera County ,CA,6,2020.08.22,X2020.08.22,3734
12589,6041,Marin County ,CA,6,2020.08.22,X2020.08.22,5992
12590,6043,Mariposa County ,CA,6,2020.08.22,X2020.08.22,71
12591,6045,Mendocino County ,CA,6,2020.08.22,X2020.08.22,569
12592,6047,Merced County ,CA,6,2020.08.22,X2020.08.22,7733
12593,6049,Modoc County ,CA,6,2020.08.22,X2020.08.22,7
12594,6051,Mono County ,CA,6,2020.08.22,X2020.08.22,163
12595,6053,Monterey County ,CA,6,2020.08.22,X2020.08.22,7606
12596,6055,Napa County ,CA,6,2020.08.22,X2020.08.22,1420
12597,6057,Nevada County ,CA,6,2020.08.22,X2020.08.22,441
12598,6059,Orange County ,CA,6,2020.08.22,X2020.08.22,48923
12599,6061,Placer County ,CA,6,2020.08.22,X2020.08.22,2932
12600,6063,Plumas County ,CA,6,2020.08.22,X2020.08.22,39
12601,6065,Riverside County ,CA,6,2020.08.22,X2020.08.22,52006
12602,6067,Sacramento County ,CA,6,2020.08.22,X2020.08.22,17399
12603,6069,San Benito County ,CA,6,2020.08.22,X2020.08.22,1022
12604,6071,San Bernardino County ,CA,6,2020.08.22,X2020.08.22,47732
12605,6073,San Diego County ,CA,6,2020.08.22,X2020.08.22,37786
12606,6075,City and County of San Francisco,CA,6,2020.08.22,X2020.08.22,9191
12607,6077,San Joaquin County ,CA,6,2020.08.22,X2020.08.22,17871
12608,6079,San Luis Obispo County ,CA,6,2020.08.22,X2020.08.22,2823
12609,6081,San Mateo County ,CA,6,2020.08.22,X2020.08.22,8134
12610,6083,Santa Barbara County ,CA,6,2020.08.22,X2020.08.22,8293
12611,6085,Santa Clara County ,CA,6,2020.08.22,X2020.08.22,17073
12612,6087,Santa Cruz County ,CA,6,2020.08.22,X2020.08.22,1764
12613,6089,Shasta County ,CA,6,2020.08.22,X2020.08.22,595
12614,6091,Sierra County ,CA,6,2020.08.22,X2020.08.22,6
12615,6093,Siskiyou County ,CA,6,2020.08.22,X2020.08.22,122
12616,6095,Solano County ,CA,6,2020.08.22,X2020.08.22,5257
12617,6097,Sonoma County ,CA,6,2020.08.22,X2020.08.22,5467
12618,6099,Stanislaus County ,CA,6,2020.08.22,X2020.08.22,14580
12619,6101,Sutter County ,CA,6,2020.08.22,X2020.08.22,1287
